word,count
stars,1899
universe,1324
star,1260
earth,1259
light,1255
dark,1219
galaxies,1216
matter,1149
space,1142
telescope,1111
galaxy,950
sun,917
moon,842
sky,740
planets,709
planet,694
system,642
large,595
astronomers,561
solar,541
work,506
objects,493
astronomer,480
mass,478
model,476
