word,count
$,2450
st,1945
city,1506
people,1260
japan,1258
crime,970
world,883
street,869
place,865
park,864
life,846
man,788
ave,677
travel,668
east,648
social,616
japanese,612
men,593
west,567
art,552
chinese,543
society,532
side,525
home,522
work,515
