word,count
people,2025
war,1851
american,1827
men,1761
history,1496
seabiscuit,1447
states,1309
family,1267
athenians,1150
government,1117
man,1088
king,1083
life,1071
horse,1066
among,1058
cultural,1053
country,1024
social,1022
smith,1006
world,1004
race,937
culture,921
women,899
state,897
white,896
