word,count
work,1169
women,869
art,851
painting,829
tim,707
life,706
artists,670
works,641
michelangelo,624
painted,615
church,590
saint,576
people,567
beautiful,559
figures,526
man,502
florence,457
place,448
dada,426
surrealism,405
billy,393
style,348
vasari,348
filippo,345
san,343
