word,count
dog,980
marley,857
jenny,452
home,385
dogs,363
old,346
life,326
eyes,320
head,302
house,299
face,256
mrs.,255
door,244
knew,238
front,236
animal,230
room,230
john,230
seemed,226
began,218
morning,218
car,216
grogan,216
side,208
hand,203
