word,count
women,6563
men,2590
black,2563
people,2042
woman,1770
man,1388
white,1343
life,1190
world,1176
american,1044
greek,1022
old,1021
family,1013
work,937
house,901
school,899
among,880
children,864
power,860
home,827
year,812
$,775
sex,760
group,760
city,760
