word,count
1/2,1960
cup,1897
fat,1824
recipe,1314
minutes,1155
teaspoon,1138
cups,1015
heat,933
serving,924
preparation,888
calories,885
baking,875
salt,836
sugar,819
flour,819
betty,809
meat,658
tablespoons,650
bowl,595
1/4,594
water,591
add,587
vegetable,587
stir,569
bread,542
