word,count
man,785
thus,709
world,633
poetry,614
night,596
love,594
mr.,542
eyes,527
far,519
old,496
light,490
length,451
heart,447
nothing,445
en,434
words,434
head,426
hand,424
within,413
end,411
god,406
less,405
among,405
feet,397
indeed,391
