word,count
x,2345
example,1347
number,1199
equation,1119
function,1067
solution,1027
figure,898
numbers,857
given,805
graph,801
line,788
angle,749
point,687
called,677
equations,652
ﬁnd,649
cos,585
tlfebook,562
ﬁgure,561
2003/6/8,560
value,556
following,555
values,546
form,533
−1,502
