word,count
man,725
brunetti,523
mr.,495
holmes,478
lord,422
old,398
sir,392
miss,387
room,327
night,304
hotel,298
door,296
quite,295
father,282
nothing,277
people,277
knew,260
marple,257
house,253
x,251
lady,246
young,244
head,241
course,239
sve,238
