word,count
energy,3394
fig,1652
temperature,1229
reaction,1226
molecules,1193
state,1180
electron,1132
system,1119
molecule,1063
constant,1048
science,1035
light,1035
eqn,1012
theory,999
`,997
example,935
function,925
life,922
form,918
number,909
quantum,884
change,883
water,872
x,861
potential,858
