word,count
man,527
jane,461
world,432
head,409
eyes,342
god,327
face,324
old,318
turned,313
hand,305
children,294
king,285
people,273
heard,267
side,267
round,261
aslan,260
voice,257
nothing,257
eilonwy,257
door,255
light,249
moment,245
seen,241
far,238
