word,count
data,1495
shape,1213
information,1028
x,847
gis,839
system,806
work,735
point,640
computer,621
writing,607
number,591
need,562
points,546
8/25/08,531
shapes,511
figure,493
phone,490
example,465
database,444
mark,444
image,440
distance,430
process,419
following,415
space,415
