word,count
housing,1305
architecture,1228
model,991
cardiac,738
heart,646
fig,615
city,614
public,579
space,576
image,573
building,491
vegas,457
angeles,454
urban,453
architectural,447
modern,421
house,419
form,393
order,368
method,362
images,351
data,350
architects,348
models,343
property,340
