word,count
king,1111
man,900
people,747
father,673
liberalism,628
liberal,602
$,598
political,573
old,556
fascism,556
home,522
forest,433
chapter,406
tales,405
became,397
dorothy,397
democracy,389
house,377
castle,375
began,373
life,367
water,362
nothing,356
wanted,352
white,349
