word,count
beatles,1346
lennon,1157
kevin,981
mccartney,945
mother,655
harrison,616
mam,605
mr.,599
song,587
father,546
heard,531
man,513
tell,493
peter,449
home,438
head,435
people,432
dad,432
night,422
van,411
track,408
love,408
martinez,399
bed,384
guitar,370
