word,count
children,2784
child,1856
people,1052
brain,1033
mother,1001
world,747
baby,724
parents,675
childhood,660
life,601
human,568
early,553
work,525
feel,516
development,515
experience,514
trauma,509
play,471
help,467
care,436
body,413
become,412
part,409
infant,407
love,401
