word,count
music,2958
opera,2060
blues,1309
god,1020
play,1005
people,888
playing,836
guitar,825
musical,815
work,775
chapter,710
part,701
team,625
sound,614
notes,613
artist,579
form,567
operas,525
feel,518
artists,513
stage,513
church,513
composer,509
life,506
need,498
