word,count
war,1265
french,1184
army,1130
german,1053
general,832
bad,668
august,654
british,638
st,626
joffre,621
france,510
corps,451
germany,426
battle,413
staff,372
guns,368
front,365
attack,364
enemy,363
germans,352
paris,352
troops,326
military,324
offensive,316
ey,311
