word,count
v.,4350
law,3596
states,1525
american,1505
act,1411
fbi,1384
court,1357
system,1356
state,1325
people,1313
social,1305
united,1261
case,1221
work,1187
rights,1071
evidence,1012
women,985
public,973
second,951
property,944
legal,930
children,901
lab,895
control,832
power,829
